station,date,avgTemp,maxTemp,minTemp
KDTW,20010101,20,24,12
KDTW,20010102,14,24,5
KDTW,20010103,15,26,5
KDTW,20010104,26,27,24
KDTW,20010105,31,36,26
KDTW,20010106,28,33,24
KDTW,20010107,30,33,28
KDTW,20010108,20,30,10
KDTW,20010109,16,27,5
KDTW,20010110,28,37,18
KDTW,20010111,30,37,23
KDTW,20010112,32,33,30
KDTW,20010113,30,33,28
KDTW,20010114,32,36,28
KDTW,20010115,35,36,34
KDTW,20010116,34,36,33
KDTW,20010117,30,33,26
KDTW,20010118,26,30,23
KDTW,20010119,24,32,17
KDTW,20010120,18,24,12
KDTW,20010121,18,27,10
KDTW,20010122,27,30,24
KDTW,20010123,30,36,24
KDTW,20010124,28,30,24
KDTW,20010125,22,27,17
KDTW,20010126,22,30,14
KDTW,20010127,23,30,14
KDTW,20010128,19,26,12
KDTW,20010129,27,35,19
KDTW,20010130,38,41,35
KDTW,20010131,35,37,33
KDTW,20010201,32,35,30
KDTW,20010202,22,30,15
KDTW,20010203,20,27,12
KDTW,20010204,32,37,27
KDTW,20010205,33,36,30
KDTW,20010206,31,34,28
KDTW,20010207,30,35,24
KDTW,20010208,34,39,30
KDTW,20010209,44,55,30
KDTW,20010210,24,28,19
KDTW,20010211,20,24,16
KDTW,20010212,29,37,21
KDTW,20010213,32,37,28
KDTW,20010214,36,39,32
KDTW,20010215,30,33,26
KDTW,20010216,30,35,25
KDTW,20010217,19,23,15
KDTW,20010218,21,28,14
KDTW,20010219,32,43,21
KDTW,20010220,35,42,27
KDTW,20010221,22,26,17
KDTW,20010222,22,28,17
KDTW,20010223,30,33,25
KDTW,20010224,29,34,24
KDTW,20010225,44,54,33
KDTW,20010226,38,43,32
KDTW,20010227,30,36,23
KDTW,20010228,23,30,16
KDTW,20010301,31,41,21
KDTW,20010302,37,44,30
KDTW,20010303,36,44,28
KDTW,20010304,36,44,28
KDTW,20010305,24,30,19
KDTW,20010306,26,30,23
KDTW,20010307,31,34,28
KDTW,20010308,32,37,27
KDTW,20010309,30,33,26
KDTW,20010310,34,44,24
KDTW,20010311,36,43,27
KDTW,20010312,34,42,26
KDTW,20010313,40,46,34
KDTW,20010314,42,51,34
KDTW,20010315,40,46,34
KDTW,20010316,32,35,30
KDTW,20010317,31,35,27
KDTW,20010318,34,46,21
KDTW,20010319,37,46,28
KDTW,20010320,42,51,33
KDTW,20010321,43,54,32
KDTW,20010322,44,55,32
KDTW,20010323,44,53,35
KDTW,20010324,32,39,25
KDTW,20010325,22,28,16
KDTW,20010326,19,28,10
KDTW,20010327,28,36,21
KDTW,20010328,35,46,24
KDTW,20010329,41,46,36
KDTW,20010330,42,50,34
KDTW,20010331,40,44,36
KDTW,20010401,36,39,33
KDTW,20010402,43,55,32
KDTW,20010403,44,53,37
KDTW,20010404,43,55,32
KDTW,20010405,48,60,36
KDTW,20010406,58,71,46
KDTW,20010407,54,70,44
KDTW,20010408,71,79,61
KDTW,20010409,52,60,43
KDTW,20010410,45,50,42
KDTW,20010411,54,63,46
KDTW,20010412,63,73,53
KDTW,20010413,54,62,46
KDTW,20010414,51,64,39
KDTW,20010415,44,48,39
KDTW,20010416,40,48,32
KDTW,20010417,38,48,30
KDTW,20010418,40,53,28
KDTW,20010419,46,57,34
KDTW,20010420,48,54,45
KDTW,20010421,62,73,53
KDTW,20010422,64,70,57
KDTW,20010423,66,80,54
KDTW,20010424,50,57,43
KDTW,20010425,46,55,37
KDTW,20010426,52,66,39
KDTW,20010427,57,66,46
KDTW,20010428,47,59,37
KDTW,20010429,49,62,37
KDTW,20010430,59,75,43
KDTW,20010501,66,81,52
KDTW,20010502,71,84,59
KDTW,20010503,72,84,59
KDTW,20010504,70,84,55
KDTW,20010505,59,66,52
KDTW,20010506,62,82,55
KDTW,20010507,64,71,57
KDTW,20010508,64,73,54
KDTW,20010509,66,78,55
KDTW,20010510,68,82,55
KDTW,20010511,66,75,55
KDTW,20010512,54,62,46
KDTW,20010513,52,66,39
KDTW,20010514,58,70,46
KDTW,20010515,57,59,55
KDTW,20010516,60,66,53
KDTW,20010517,72,82,62
KDTW,20010518,64,70,57
KDTW,20010519,64,77,53
KDTW,20010520,64,75,54
KDTW,20010521,68,75,63
KDTW,20010522,58,66,53
KDTW,20010523,56,63,48
KDTW,20010524,56,62,52
KDTW,20010525,56,63,50
KDTW,20010526,52,61,46
KDTW,20010527,53,55,51
KDTW,20010528,60,70,51
KDTW,20010529,58,64,48
KDTW,20010530,54,64,43
KDTW,20010531,54,64,44
KDTW,20010601,58,64,53
KDTW,20010602,57,64,50
KDTW,20010603,56,61,50
KDTW,20010604,57,64,50
KDTW,20010605,56,64,50
KDTW,20010606,58,62,55
KDTW,20010607,64,73,55
KDTW,20010608,64,77,52
KDTW,20010609,67,79,55
KDTW,20010610,68,81,57
KDTW,20010611,74,84,66
KDTW,20010612,74,82,66
KDTW,20010613,77,87,68
KDTW,20010614,79,89,69
KDTW,20010615,80,90,70
KDTW,20010616,72,81,63
KDTW,20010617,72,81,64
KDTW,20010618,74,84,64
KDTW,20010619,78,91,66
KDTW,20010620,70,75,64
KDTW,20010621,64,72,57
KDTW,20010622,66,75,59
KDTW,20010623,68,77,62
KDTW,20010624,69,82,57
KDTW,20010625,72,82,62
KDTW,20010626,72,82,62
KDTW,20010627,76,86,66
KDTW,20010628,78,87,68
KDTW,20010629,80,89,71
KDTW,20010630,80,88,71
KDTW,20010701,66,77,54
KDTW,20010702,58,70,46
KDTW,20010703,68,77,60
KDTW,20010704,74,84,64
KDTW,20010705,66,73,60
KDTW,20010706,64,78,50
KDTW,20010707,67,75,61
KDTW,20010708,80,89,71
KDTW,20010709,78,90,66
KDTW,20010710,79,90,69
KDTW,20010711,67,78,59
KDTW,20010712,68,80,57
KDTW,20010713,66,80,55
KDTW,20010714,70,84,57
KDTW,20010715,76,89,64
KDTW,20010716,78,89,70
KDTW,20010717,78,87,69
KDTW,20010718,76,84,69
KDTW,20010719,80,88,72
KDTW,20010720,80,88,71
KDTW,20010721,80,89,71
KDTW,20010722,79,90,69
KDTW,20010723,82,93,73
KDTW,20010724,83,93,73
KDTW,20010725,72,80,66
KDTW,20010726,72,80,62
KDTW,20010727,67,77,57
KDTW,20010728,72,82,63
KDTW,20010729,73,84,64
KDTW,20010730,74,84,64
KDTW,20010731,78,88,69
KDTW,20010801,79,90,69
KDTW,20010802,78,87,71
KDTW,20010803,80,89,73
KDTW,20010804,76,89,64
KDTW,20010805,76,91,64
KDTW,20010806,78,95,64
KDTW,20010807,84,96,72
KDTW,20010808,86,99,73
KDTW,20010809,83,95,72
KDTW,20010810,78,84,71
KDTW,20010811,73,82,64
KDTW,20010812,74,81,68
KDTW,20010813,74,82,66
KDTW,20010814,68,80,57
KDTW,20010815,68,82,57
KDTW,20010816,70,75,66
KDTW,20010817,70,78,62
KDTW,20010818,70,79,62
KDTW,20010819,68,75,63
KDTW,20010820,68,75,62
KDTW,20010821,68,82,57
KDTW,20010822,66,70,63
KDTW,20010823,72,80,66
KDTW,20010824,72,82,64
KDTW,20010825,73,82,64
KDTW,20010826,74,79,68
KDTW,20010827,73,82,64
KDTW,20010828,73,81,66
KDTW,20010829,70,81,59
KDTW,20010830,74,88,62
KDTW,20010831,73,81,64
KDTW,20010901,62,73,53
KDTW,20010902,64,75,54
KDTW,20010903,68,84,55
KDTW,20010904,68,77,61
KDTW,20010905,64,75,53
KDTW,20010906,68,81,55
KDTW,20010907,78,91,64
KDTW,20010908,79,88,71
KDTW,20010909,72,80,66
KDTW,20010910,66,75,57
KDTW,20010911,65,75,55
KDTW,20010912,68,82,55
KDTW,20010913,59,68,50
KDTW,20010914,56,64,48
KDTW,20010915,56,66,48
KDTW,20010916,58,71,46
KDTW,20010917,62,72,51
KDTW,20010918,67,73,61
KDTW,20010919,66,68,64
KDTW,20010920,64,71,55
KDTW,20010921,59,66,52
KDTW,20010922,62,71,53
KDTW,20010923,63,73,53
KDTW,20010924,54,62,45
KDTW,20010925,42,46,39
KDTW,20010926,46,51,41
KDTW,20010927,52,59,46
KDTW,20010928,55,64,46
KDTW,20010929,57,68,46
KDTW,20010930,58,70,46
KDTW,20011001,60,72,48
KDTW,20011002,64,75,54
KDTW,20011003,68,80,57
KDTW,20011004,60,66,54
KDTW,20011005,48,51,44
KDTW,20011006,42,50,36
KDTW,20011007,40,50,33
KDTW,20011008,44,55,33
KDTW,20011009,58,70,46
KDTW,20011010,60,69,51
KDTW,20011011,58,63,53
KDTW,20011012,62,69,54
KDTW,20011013,62,73,53
KDTW,20011014,58,70,48
KDTW,20011015,51,59,45
KDTW,20011016,46,48,42
KDTW,20011017,42,50,37
KDTW,20011018,44,57,32
KDTW,20011019,52,57,46
KDTW,20011020,54,66,42
KDTW,20011021,58,64,51
KDTW,20011022,56,63,50
KDTW,20011023,62,69,55
KDTW,20011024,64,73,55
KDTW,20011025,47,52,39
KDTW,20011026,40,44,37
KDTW,20011027,39,41,37
KDTW,20011028,40,50,30
KDTW,20011029,50,57,42
KDTW,20011030,44,50,39
KDTW,20011031,56,66,45
KDTW,20011101,58,66,50
KDTW,20011102,57,66,48
KDTW,20011103,50,59,42
KDTW,20011104,50,60,39
KDTW,20011105,41,48,34
KDTW,20011106,44,57,30
KDTW,20011107,54,59,48
KDTW,20011108,52,62,39
KDTW,20011109,42,48,35
KDTW,20011110,47,57,37
KDTW,20011111,40,45,32
KDTW,20011112,39,50,28
KDTW,20011113,46,60,33
KDTW,20011114,52,57,46
KDTW,20011115,58,66,50
KDTW,20011116,54,64,44
KDTW,20011117,46,55,37
KDTW,20011118,47,53,41
KDTW,20011119,46,55,37
KDTW,20011120,38,42,33
KDTW,20011121,41,50,32
KDTW,20011122,43,53,33
KDTW,20011123,46,57,35
KDTW,20011124,56,62,52
KDTW,20011125,52,57,46
KDTW,20011126,46,48,44
KDTW,20011127,50,55,44
KDTW,20011128,42,44,41
KDTW,20011129,42,44,39
KDTW,20011130,49,55,43
KDTW,20011201,41,45,37
KDTW,20011202,38,46,30
KDTW,20011203,47,55,39
KDTW,20011204,52,59,46
KDTW,20011205,60,66,53
KDTW,20011206,50,61,37
KDTW,20011207,40,45,34
KDTW,20011208,38,42,35
KDTW,20011209,36,41,30
KDTW,20011210,36,44,28
KDTW,20011211,38,46,30
KDTW,20011212,40,48,33
KDTW,20011213,48,52,44
KDTW,20011214,40,44,35
KDTW,20011215,35,37,33
KDTW,20011216,38,42,35
KDTW,20011217,42,44,41
KDTW,20011218,40,45,35
KDTW,20011219,38,43,32
KDTW,20011220,34,39,28
KDTW,20011221,30,37,24
KDTW,20011222,36,43,28
KDTW,20011223,36,46,27
KDTW,20011224,24,27,21
KDTW,20011225,22,25,18
KDTW,20011226,20,25,14
KDTW,20011227,22,27,17
KDTW,20011228,26,28,23
KDTW,20011229,22,25,17
KDTW,20011230,16,21,12
KDTW,20011231,20,23,18
KDTW,20020101,24,32,15
KDTW,20020102,24,30,17
KDTW,20020103,24,30,18
KDTW,20020104,26,37,16
KDTW,20020105,34,37,30
KDTW,20020106,32,35,30
KDTW,20020107,24,30,17
KDTW,20020108,26,34,19
KDTW,20020109,41,48,34
KDTW,20020110,38,44,33
KDTW,20020111,34,39,30
KDTW,20020112,35,42,28
KDTW,20020113,34,41,28
KDTW,20020114,38,43,33
KDTW,20020115,32,36,28
KDTW,20020116,30,33,28
KDTW,20020117,30,35,24
KDTW,20020118,20,25,16
KDTW,20020119,22,28,16
KDTW,20020120,28,34,21
KDTW,20020121,32,37,26
KDTW,20020122,38,51,24
KDTW,20020123,44,48,39
KDTW,20020124,36,46,26
KDTW,20020125,34,44,25
KDTW,20020126,42,51,33
KDTW,20020127,44,55,34
KDTW,20020128,46,55,36
KDTW,20020129,37,41,33
KDTW,20020130,30,32,28
KDTW,20020131,30,33,28
KDTW,20020201,32,37,27
KDTW,20020202,28,33,24
KDTW,20020203,32,37,28
KDTW,20020204,22,28,15
KDTW,20020205,23,32,14
KDTW,20020206,32,39,26
KDTW,20020207,34,39,28
KDTW,20020208,36,45,26
KDTW,20020209,38,46,30
KDTW,20020210,38,48,28
KDTW,20020211,25,33,18
KDTW,20020212,36,43,27
KDTW,20020213,26,30,21
KDTW,20020214,34,44,24
KDTW,20020215,42,48,35
KDTW,20020216,34,37,32
KDTW,20020217,28,32,24
KDTW,20020218,32,43,21
KDTW,20020219,39,44,34
KDTW,20020220,48,54,41
KDTW,20020221,34,39,28
KDTW,20020222,30,34,25
KDTW,20020223,28,36,21
KDTW,20020224,42,55,30
KDTW,20020225,48,60,35
KDTW,20020226,28,33,24
KDTW,20020227,24,28,21
KDTW,20020228,22,27,16
KDTW,20020301,30,34,26
KDTW,20020302,37,44,30
KDTW,20020303,31,44,17
KDTW,20020304,12,17,8
KDTW,20020305,24,33,15
KDTW,20020306,39,52,26
KDTW,20020307,32,33,30
KDTW,20020308,48,64,33
KDTW,20020309,42,57,26
KDTW,20020310,24,26,21
KDTW,20020311,28,37,19
KDTW,20020312,39,48,30
KDTW,20020313,48,61,35
KDTW,20020314,42,48,35
KDTW,20020315,50,62,37
KDTW,20020316,34,42,26
KDTW,20020317,34,39,28
KDTW,20020318,40,43,37
KDTW,20020319,38,41,34
KDTW,20020320,41,45,37
KDTW,20020321,28,39,18
KDTW,20020322,22,27,16
KDTW,20020323,37,48,26
KDTW,20020324,32,37,26
KDTW,20020325,24,26,21
KDTW,20020326,28,32,25
KDTW,20020327,31,39,23
KDTW,20020328,32,41,23
KDTW,20020329,42,51,34
KDTW,20020330,43,53,33
KDTW,20020331,43,54,32
KDTW,20020401,38,43,32
KDTW,20020402,40,44,35
KDTW,20020403,38,44,32
KDTW,20020404,32,37,26
KDTW,20020405,34,39,28
KDTW,20020406,34,42,26
KDTW,20020407,39,48,30
KDTW,20020408,50,54,45
KDTW,20020409,50,59,41
KDTW,20020410,44,54,34
KDTW,20020411,56,72,39
KDTW,20020412,63,71,55
KDTW,20020413,54,63,44
KDTW,20020414,56,64,48
KDTW,20020415,68,82,55
KDTW,20020416,73,86,62
KDTW,20020417,75,82,68
KDTW,20020418,72,84,62
KDTW,20020419,66,79,52
KDTW,20020420,50,57,42
KDTW,20020421,40,43,36
KDTW,20020422,38,44,34
KDTW,20020423,44,53,36
KDTW,20020424,52,64,41
KDTW,20020425,50,61,39
KDTW,20020426,44,55,36
KDTW,20020427,44,52,37
KDTW,20020428,52,64,39
KDTW,20020429,42,48,37
KDTW,20020430,52,62,42
KDTW,20020501,47,57,37
KDTW,20020502,48,55,39
KDTW,20020503,46,55,37
KDTW,20020504,49,61,37
KDTW,20020505,59,77,43
KDTW,20020506,62,69,57
KDTW,20020507,57,66,46
KDTW,20020508,48,51,45
KDTW,20020509,58,71,48
KDTW,20020510,54,63,46
KDTW,20020511,49,57,41
KDTW,20020512,55,66,44
KDTW,20020513,48,51,46
KDTW,20020514,54,66,44
KDTW,20020515,55,69,41
KDTW,20020516,64,73,53
KDTW,20020517,46,51,39
KDTW,20020518,42,50,36
KDTW,20020519,42,53,33
KDTW,20020520,42,48,37
KDTW,20020521,46,57,37
KDTW,20020522,52,64,39
KDTW,20020523,60,78,46
KDTW,20020524,56,66,44
KDTW,20020525,50,60,39
KDTW,20020526,54,66,45
KDTW,20020527,60,75,48
KDTW,20020528,64,75,55
KDTW,20020529,69,78,60
KDTW,20020530,72,81,64
KDTW,20020531,76,84,66
KDTW,20020601,70,86,55
KDTW,20020602,65,75,57
KDTW,20020603,55,60,51
KDTW,20020604,65,77,53
KDTW,20020605,65,73,57
KDTW,20020606,60,68,53
KDTW,20020607,60,72,50
KDTW,20020608,66,80,53
KDTW,20020609,72,84,59
KDTW,20020610,74,86,63
KDTW,20020611,78,90,68
KDTW,20020612,73,82,64
KDTW,20020613,64,70,59
KDTW,20020614,67,75,61
KDTW,20020615,64,73,55
KDTW,20020616,64,73,55
KDTW,20020617,64,73,54
KDTW,20020618,62,75,51
KDTW,20020619,70,82,57
KDTW,20020620,75,89,61
KDTW,20020621,79,90,69
KDTW,20020622,75,86,66
KDTW,20020623,81,91,71
KDTW,20020624,81,93,71
KDTW,20020625,82,93,72
KDTW,20020626,79,88,71
KDTW,20020627,76,86,70
KDTW,20020628,75,86,66
KDTW,20020629,76,87,64
KDTW,20020630,78,90,68
KDTW,20020701,83,95,73
KDTW,20020702,84,96,73
KDTW,20020703,84,96,72
KDTW,20020704,84,95,72
KDTW,20020705,70,80,62
KDTW,20020706,71,84,60
KDTW,20020707,74,88,62
KDTW,20020708,78,93,64
KDTW,20020709,76,82,69
KDTW,20020710,72,80,64
KDTW,20020711,67,78,57
KDTW,20020712,68,82,55
KDTW,20020713,72,84,60
KDTW,20020714,75,88,62
KDTW,20020715,78,93,66
KDTW,20020716,82,93,72
KDTW,20020717,82,93,72
KDTW,20020718,80,93,69
KDTW,20020719,76,84,70
KDTW,20020720,74,88,61
KDTW,20020721,78,89,66
KDTW,20020722,82,90,73
KDTW,20020723,72,79,62
KDTW,20020724,68,78,57
KDTW,20020725,69,78,61
KDTW,20020726,76,84,68
KDTW,20020727,73,81,66
KDTW,20020728,78,87,71
KDTW,20020729,82,91,72
KDTW,20020730,79,89,69
KDTW,20020731,80,93,70
KDTW,20020801,82,91,73
KDTW,20020802,78,87,72
KDTW,20020803,74,84,66
KDTW,20020804,80,91,69
KDTW,20020805,78,84,70
KDTW,20020806,66,73,60
KDTW,20020807,65,75,55
KDTW,20020808,67,80,55
KDTW,20020809,68,79,57
KDTW,20020810,72,84,60
KDTW,20020811,76,88,64
KDTW,20020812,78,86,71
KDTW,20020813,80,90,71
KDTW,20020814,73,79,68
KDTW,20020815,74,82,66
KDTW,20020816,77,81,73
KDTW,20020817,78,87,71
KDTW,20020818,72,80,64
KDTW,20020819,68,73,61
KDTW,20020820,66,75,57
KDTW,20020821,70,81,59
KDTW,20020822,76,81,71
KDTW,20020823,70,73,68
KDTW,20020824,72,80,66
KDTW,20020825,72,82,63
KDTW,20020826,72,82,62
KDTW,20020827,72,82,64
KDTW,20020828,68,80,57
KDTW,20020829,70,81,61
KDTW,20020830,72,82,62
KDTW,20020831,72,84,59
KDTW,20020901,72,82,64
KDTW,20020902,75,86,66
KDTW,20020903,78,87,64
KDTW,20020904,70,84,57
KDTW,20020905,69,80,59
KDTW,20020906,70,82,59
KDTW,20020907,76,90,63
KDTW,20020908,78,93,62
KDTW,20020909,80,93,66
KDTW,20020910,80,93,68
KDTW,20020911,65,75,57
KDTW,20020912,65,78,52
KDTW,20020913,68,82,55
KDTW,20020914,75,88,64
KDTW,20020915,66,71,62
KDTW,20020916,64,75,53
KDTW,20020917,68,82,54
KDTW,20020918,71,81,62
KDTW,20020919,78,87,68
KDTW,20020920,74,80,66
KDTW,20020921,72,80,63
KDTW,20020922,57,64,50
KDTW,20020923,56,66,46
KDTW,20020924,57,66,50
KDTW,20020925,58,70,46
KDTW,20020926,63,73,53
KDTW,20020927,64,70,59
KDTW,20020928,60,70,52
KDTW,20020929,65,77,55
KDTW,20020930,72,82,61
KDTW,20021001,75,86,66
KDTW,20021002,74,79,69
KDTW,20021003,62,62,57
KDTW,20021004,71,81,62
KDTW,20021005,59,64,52
KDTW,20021006,57,68,46
KDTW,20021007,50,55,44
KDTW,20021008,51,61,42
KDTW,20021009,56,66,45
KDTW,20021010,58,70,46
KDTW,20021011,60,70,50
KDTW,20021012,58,69,50
KDTW,20021013,50,62,37
KDTW,20021014,42,55,30
KDTW,20021015,50,62,39
KDTW,20021016,44,52,36
KDTW,20021017,38,46,32
KDTW,20021018,46,55,37
KDTW,20021019,48,54,41
KDTW,20021020,43,53,34
KDTW,20021021,41,51,32
KDTW,20021022,50,60,41
KDTW,20021023,42,48,36
KDTW,20021024,38,45,32
KDTW,20021025,41,48,34
KDTW,20021026,46,50,42
KDTW,20021027,44,50,39
KDTW,20021028,44,48,37
KDTW,20021029,38,41,34
KDTW,20021030,41,48,33
KDTW,20021031,39,48,30
KDTW,20021101,37,41,33
KDTW,20021102,36,42,30
KDTW,20021103,37,46,28
KDTW,20021104,42,48,32
KDTW,20021105,38,45,30
KDTW,20021106,40,42,37
KDTW,20021107,39,46,32
KDTW,20021108,54,63,45
KDTW,20021109,54,61,48
KDTW,20021110,60,64,55
KDTW,20021111,48,55,41
KDTW,20021112,41,43,39
KDTW,20021113,41,48,34
KDTW,20021114,50,55,44
KDTW,20021115,38,44,30
KDTW,20021116,32,33,30
KDTW,20021117,31,34,28
KDTW,20021118,34,41,26
KDTW,20021119,45,51,39
KDTW,20021120,48,55,42
KDTW,20021121,42,46,35
KDTW,20021122,33,36,30
KDTW,20021123,34,37,30
KDTW,20021124,39,44,34
KDTW,20021125,32,36,27
KDTW,20021126,31,36,26
KDTW,20021127,26,34,19
KDTW,20021128,28,30,25
KDTW,20021129,38,48,28
KDTW,20021130,31,39,21
KDTW,20021201,24,30,18
KDTW,20021202,21,30,12
KDTW,20021203,14,21,6
KDTW,20021204,13,23,3
KDTW,20021205,24,28,19
KDTW,20021206,22,26,17
KDTW,20021207,28,34,21
KDTW,20021208,24,30,17
KDTW,20021209,16,26,7
KDTW,20021210,25,35,15
KDTW,20021211,28,37,19
KDTW,20021212,31,39,23
KDTW,20021213,34,36,33
KDTW,20021214,34,37,32
KDTW,20021215,37,44,30
KDTW,20021216,26,30,21
KDTW,20021217,27,34,21
KDTW,20021218,38,45,32
KDTW,20021219,47,52,42
KDTW,20021220,38,44,32
KDTW,20021221,32,34,30
KDTW,20021222,30,33,28
KDTW,20021223,30,33,27
KDTW,20021224,28,30,26
KDTW,20021225,29,32,26
KDTW,20021226,24,30,19
KDTW,20021227,20,24,17
KDTW,20021228,26,33,19
KDTW,20021229,31,34,28
KDTW,20021230,40,52,30
KDTW,20021231,42,53,30
KDTW,20030101,30,33,28
KDTW,20030102,24,28,19
KDTW,20030103,24,27,21
KDTW,20030104,27,28,26
KDTW,20030105,29,32,26
KDTW,20030106,22,28,16
KDTW,20030107,23,34,12
KDTW,20030108,38,44,33
KDTW,20030109,37,44,28
KDTW,20030110,22,27,17
KDTW,20030111,19,21,17
KDTW,20030112,20,25,16
KDTW,20030113,23,27,18
KDTW,20030114,20,24,16
KDTW,20030115,16,21,12
KDTW,20030116,16,23,10
KDTW,20030117,12,18,6
KDTW,20030118,12,19,6
KDTW,20030119,16,21,12
KDTW,20030120,16,21,10
KDTW,20030121,14,19,9
KDTW,20030122,12,17,7
KDTW,20030123,10,19,1
KDTW,20030124,18,21,15
KDTW,20030125,20,26,15
KDTW,20030126,14,25,3
KDTW,20030127,6,15,-2
KDTW,20030128,22,31,12
KDTW,20030129,20,28,12
KDTW,20030130,18,28,7
KDTW,20030131,24,33,14
KDTW,20030201,34,36,32
KDTW,20030202,34,37,32
KDTW,20030203,39,48,30
KDTW,20030204,34,48,19
KDTW,20030205,20,24,15
KDTW,20030206,24,30,17
KDTW,20030207,20,25,15
KDTW,20030208,20,30,10
KDTW,20030209,22,27,18
KDTW,20030210,20,30,8
KDTW,20030211,14,26,3
KDTW,20030212,16,21,12
KDTW,20030213,18,26,10
KDTW,20030214,20,30,10
KDTW,20030215,16,21,10
KDTW,20030216,14,19,8
KDTW,20030217,23,28,18
KDTW,20030218,26,30,23
KDTW,20030219,32,39,26
KDTW,20030220,32,44,19
KDTW,20030221,34,43,24
KDTW,20030222,29,34,23
KDTW,20030223,20,26,14
KDTW,20030224,18,25,12
KDTW,20030225,10,17,3
KDTW,20030226,14,21,6
KDTW,20030227,18,28,9
KDTW,20030228,22,33,12
KDTW,20030301,24,32,17
KDTW,20030302,20,35,3
KDTW,20030303,8,18,-2
KDTW,20030304,28,39,17
KDTW,20030305,26,34,19
KDTW,20030306,21,27,15
KDTW,20030307,22,33,12
KDTW,20030308,29,39,19
KDTW,20030309,14,21,8
KDTW,20030310,17,24,10
KDTW,20030311,26,37,14
KDTW,20030312,36,43,28
KDTW,20030313,28,35,21
KDTW,20030314,28,37,19
KDTW,20030315,41,55,27
KDTW,20030316,48,63,33
KDTW,20030317,54,70,37
KDTW,20030318,48,53,41
KDTW,20030319,43,51,35
KDTW,20030320,53,64,42
KDTW,20030321,44,51,36
KDTW,20030322,42,46,37
KDTW,20030323,40,48,32
KDTW,20030324,49,66,32
KDTW,20030325,54,63,46
KDTW,20030326,45,53,37
KDTW,20030327,46,57,36
KDTW,20030328,58,72,43
KDTW,20030329,38,45,28
KDTW,20030330,32,37,27
KDTW,20030331,36,44,28
KDTW,20030401,56,71,41
KDTW,20030402,55,68,42
KDTW,20030403,39,44,34
KDTW,20030404,34,35,30
KDTW,20030405,31,34,28
KDTW,20030406,29,35,23
KDTW,20030407,29,30,28
KDTW,20030408,32,33,30
KDTW,20030409,36,46,27
KDTW,20030410,44,57,30
KDTW,20030411,52,70,35
KDTW,20030412,48,57,39
KDTW,20030413,44,57,30
KDTW,20030414,57,77,37
KDTW,20030415,70,84,57
KDTW,20030416,53,68,42
KDTW,20030417,43,51,36
KDTW,20030418,52,60,45
KDTW,20030419,59,70,48
KDTW,20030420,66,78,55
KDTW,20030421,52,61,44
KDTW,20030422,41,45,37
KDTW,20030423,44,57,30
KDTW,20030424,48,61,36
KDTW,20030425,52,64,41
KDTW,20030426,50,62,39
KDTW,20030427,55,73,37
KDTW,20030428,64,80,50
KDTW,20030429,52,64,42
KDTW,20030430,55,60,50
KDTW,20030501,62,73,50
KDTW,20030502,49,54,43
KDTW,20030503,50,60,39
KDTW,20030504,52,64,39
KDTW,20030505,63,75,51
KDTW,20030506,62,73,52
KDTW,20030507,51,54,48
KDTW,20030508,56,63,50
KDTW,20030509,57,69,46
KDTW,20030510,64,75,53
KDTW,20030511,60,69,50
KDTW,20030512,48,50,46
KDTW,20030513,56,66,46
KDTW,20030514,56,70,44
KDTW,20030515,55,60,50
KDTW,20030516,58,64,51
KDTW,20030517,60,68,53
KDTW,20030518,58,64,52
KDTW,20030519,64,72,57
KDTW,20030520,60,68,52
KDTW,20030521,52,60,44
KDTW,20030522,52,64,39
KDTW,20030523,52,62,44
KDTW,20030524,51,57,45
KDTW,20030525,54,66,44
KDTW,20030526,58,64,51
KDTW,20030527,56,69,46
KDTW,20030528,58,71,46
KDTW,20030529,66,78,55
KDTW,20030530,61,70,53
KDTW,20030531,52,59,44
KDTW,20030601,52,66,39
KDTW,20030602,58,71,46
KDTW,20030603,60,62,57
KDTW,20030604,55,59,51
KDTW,20030605,58,66,51
KDTW,20030606,62,75,51
KDTW,20030607,68,75,60
KDTW,20030608,64,69,59
KDTW,20030609,64,73,55
KDTW,20030610,65,75,55
KDTW,20030611,71,81,62
KDTW,20030612,61,63,59
KDTW,20030613,66,75,59
KDTW,20030614,70,78,61
KDTW,20030615,70,81,59
KDTW,20030616,66,78,55
KDTW,20030617,64,68,62
KDTW,20030618,71,81,62
KDTW,20030619,64,71,55
KDTW,20030620,63,75,51
KDTW,20030621,67,81,54
KDTW,20030622,71,82,60
KDTW,20030623,74,88,61
KDTW,20030624,76,88,64
KDTW,20030625,78,91,66
KDTW,20030626,74,87,64
KDTW,20030627,68,80,57
KDTW,20030628,70,78,61
KDTW,20030629,71,81,63
KDTW,20030630,70,81,60
KDTW,20030701,72,82,61
KDTW,20030702,75,88,62
KDTW,20030703,78,90,66
KDTW,20030704,80,91,69
KDTW,20030705,78,84,71
KDTW,20030706,76,84,68
KDTW,20030707,74,84,66
KDTW,20030708,78,86,70
KDTW,20030709,72,80,66
KDTW,20030710,74,81,68
KDTW,20030711,66,70,61
KDTW,20030712,68,78,59
KDTW,20030713,70,82,60
KDTW,20030714,72,82,63
KDTW,20030715,73,81,66
KDTW,20030716,70,81,60
KDTW,20030717,74,87,63
KDTW,20030718,72,81,63
KDTW,20030719,69,81,57
KDTW,20030720,72,82,62
