Date,Open,High,Low,Close,Volume
11/15/2004,302.05,303.22,300.94,302.11,"18,848,548"
11/16/2004,302.1,303.11,301.17,301.29,"23,041,398"
11/17/2004,301.29,303.62,300.74,301.34,"21,050,368"
11/18/2004,301.35,302.2,300.32,301.43,"16,667,979"
11/19/2004,301.43,301.88,298.82,300.01,"21,930,507"
11/22/2004,300.01,303.55,299.79,303.21,"23,415,800"
11/23/2004,303.21,303.63,300.59,302.96,"22,541,612"
11/24/2004,302.97,305.32,302.97,304.7,"16,261,747"
11/26/2004,304.7,305.88,304.32,305.18,"5,090,481"
11/29/2004,305.18,306.18,303.32,305.27,"17,716,257"
11/30/2004,305.26,306.44,303.95,305.68,"20,501,320"
12/1/2004,305.67,310.52,305.62,310.52,"23,207,435"
12/2/2004,310.5,310.58,308.8,309.9,"18,021,422"
12/3/2004,309.89,310.29,308.29,309.68,"23,060,236"
12/6/2004,309.67,309.71,307.48,308.77,"19,446,927"
12/7/2004,308.76,309.67,307.31,307.31,"22,054,565"
12/8/2004,307.31,308.17,306.81,307.56,"21,623,847"
12/9/2004,307.54,309.21,305.38,308.86,"25,121,534"
12/10/2004,308.85,310,307,309.57,"25,581,947"
12/13/2004,309.57,310.98,309.55,310.56,"21,171,237"
12/14/2004,310.55,311.31,308.97,311.28,"21,898,536"
12/15/2004,311.27,313.01,310.55,312.72,"23,435,664"
12/16/2004,312.72,312.72,310.51,311.6,"24,006,491"
12/17/2004,311.6,312,310.05,311.7,"30,495,055"
12/20/2004,311.68,312.94,309.61,310.26,"13,733,465"
12/21/2004,310.3,312.28,310,311.99,"15,382,311"
12/22/2004,312,313.82,312,313.24,"12,866,606"
12/23/2004,313.25,314.33,313,313.44,"10,214,224"
12/27/2004,313.45,313.46,310.63,311.63,"8,649,718"
12/28/2004,311.64,315.16,311.62,315.16,"9,986,113"
12/29/2004,315.15,315.96,314.75,315.73,"9,055,371"
12/30/2004,315.72,316.62,315.71,316.07,"8,303,961"
12/31/2004,316.08,317.8,315.6,315.91,"8,241,469"
1/3/2005,315.91,316.85,314.31,314.47,"17,229,574"
1/4/2005,314.46,315.96,312.2,312.46,"16,044,089"
1/5/2005,312.46,313.39,311.33,311.37,"16,571,524"
1/6/2005,311.37,313.68,311.16,312.76,"14,779,707"
1/7/2005,312.78,313.14,311.12,311.56,"11,833,465"
1/10/2005,311.56,313.32,310.97,312.26,"13,377,259"
1/11/2005,312.26,312.8,310.17,311.34,"13,432,864"
1/12/2005,311.33,311.86,309.69,311.66,"13,836,188"
1/13/2005,311.67,312.52,310.16,310.4,"14,279,827"
1/14/2005,310.41,311.83,310.05,311.62,"13,704,723"
1/18/2005,311.68,316.38,310.59,316.32,"19,055,394"
1/19/2005,316.32,316.33,311.8,312.23,"19,138,229"
1/20/2005,312.22,312.22,307.7,308.52,"23,393,495"
1/21/2005,308.52,308.81,306.09,306.09,"26,297,491"
1/24/2005,306.09,308.68,305.64,306.22,"15,422,859"
1/25/2005,306.23,308.4,305.64,305.96,"15,294,732"
1/26/2005,305.97,308.78,305.85,307.64,"16,600,077"
1/27/2005,307.65,308.15,304.64,305.22,"17,299,423"
1/28/2005,305.23,305.49,301.82,302.62,"17,015,741"
1/31/2005,302.64,307.73,302.64,307.73,"18,222,723"
2/1/2005,307.74,312.76,307.74,312.18,"29,046,866"
2/2/2005,312.22,312.84,311.34,312.34,"21,588,824"
2/3/2005,312.34,313.17,311.17,312.96,"21,678,439"
2/4/2005,312.96,317.38,312.72,317.19,"19,615,496"
2/7/2005,317.2,317.82,316.59,317.5,"17,829,221"
2/8/2005,317.5,317.93,316.31,317.74,"15,922,368"
2/9/2005,317.73,319.01,314.72,314.88,"17,095,480"
2/10/2005,314.9,316.22,313.52,316.05,"21,041,573"
2/11/2005,316.06,321.12,316.04,320.81,"20,688,984"
2/14/2005,320.81,321.95,320.08,321.4,"16,495,950"
2/15/2005,321.4,323.37,321.3,322.27,"21,242,637"
2/16/2005,322.26,322.35,319.75,321.03,"19,203,112"
2/17/2005,321.04,321.38,319.91,319.91,"18,127,095"
2/18/2005,319.92,320.48,318.87,318.87,"16,434,746"
2/22/2005,318.86,319.14,314.43,314.43,"20,424,547"
2/23/2005,314.43,316.52,314.42,315.95,"14,754,001"
2/24/2005,315.95,318.99,315.77,318.2,"14,472,907"
2/25/2005,318.2,321.41,317.83,321.25,"14,950,989"
2/28/2005,321.25,321.31,317.37,318.95,"16,264,043"
3/1/2005,318.94,322.89,318.93,321.38,"18,655,101"
3/2/2005,321.37,322.86,319.82,321.56,"14,496,579"
3/3/2005,321.57,322.53,318.83,320.24,"14,017,688"
3/4/2005,320.26,323.47,320.26,323.16,"15,540,767"
3/7/2005,323.15,325.05,323.05,323.66,"13,190,648"
3/8/2005,323.68,323.7,320.98,321.96,"15,984,969"
3/9/2005,321.96,321.97,319.85,320.22,"16,234,429"
3/10/2005,320.22,322.59,319.9,322.27,"15,373,001"
3/11/2005,322.26,322.37,320.25,320.7,"12,801,781"
3/14/2005,320.7,323.77,320.7,323.58,"18,376,476"
3/15/2005,323.59,324.87,321.8,321.8,"20,446,644"
3/16/2005,321.79,321.79,318.88,319.7,"17,605,985"
3/17/2005,319.7,319.79,317.09,317.79,"14,994,203"
3/18/2005,317.79,317.85,311.63,314.11,"37,062,289"
3/21/2005,314.11,314.41,312.59,313.03,"18,908,371"
3/22/2005,313.01,314.29,308.65,309.01,"19,850,109"
3/23/2005,309,311.63,308.98,310.36,"21,768,444"
3/24/2005,310.37,311.9,309.2,309.21,"15,056,102"
3/28/2005,309.2,312.86,309.2,311.62,"16,817,422"
3/29/2005,311.62,314.33,311.33,312.44,"22,469,132"
3/30/2005,312.44,314.95,311.42,314.92,"20,369,016"
3/31/2005,314.91,315.27,312.72,312.91,"23,729,843"
4/1/2005,312.92,314.27,305.83,308.04,"33,951,551"
4/4/2005,308.02,312.23,305.22,310.66,"35,733,230"
4/5/2005,310.66,311.94,309.71,311.05,"19,763,466"
4/6/2005,311.04,312.94,310.95,311.41,"19,518,520"
4/7/2005,311.42,312.27,309.9,311.67,"16,540,541"
4/8/2005,311.68,312.24,309.05,309.35,"17,166,439"
4/11/2005,309.35,309.92,308.56,309.01,"15,070,241"
4/12/2005,309,313.38,308.23,313.07,"21,275,848"
4/13/2005,313.06,313.12,308.9,309.39,"16,048,564"
4/14/2005,309.4,309.98,306.6,306.87,"19,125,143"
4/15/2005,306.87,306.92,302.36,302.4,"20,684,246"
4/18/2005,302.41,302.93,300.61,302.04,"19,928,443"
4/19/2005,302.05,305.02,301.68,304.75,"18,603,544"
4/20/2005,304.74,305.03,299.51,299.78,"28,214,307"
4/21/2005,299.8,304.05,299.71,303.92,"25,007,057"
4/22/2005,303.92,305.95,302.27,303.9,"21,841,387"
4/25/2005,303.91,307.97,303.63,305.06,"19,140,461"
4/26/2005,305.04,306.48,303.05,303.05,"20,843,194"
4/27/2005,303.04,308.37,302.06,307.1,"25,218,735"
4/28/2005,307.08,307.9,304.69,305.48,"20,458,816"
4/29/2005,305.47,311.39,305.3,311.35,"25,722,189"
5/2/2005,311.34,314.98,310.53,312.8,"22,393,461"
5/3/2005,312.81,316.62,312.6,315.54,"27,333,632"
5/4/2005,315.55,322.09,315.52,321.97,"25,664,979"
5/5/2005,321.97,322.59,318.76,321.03,"25,431,138"
5/6/2005,321.04,322.91,321,321.16,"18,168,733"
5/9/2005,321.17,322.37,319.35,322.34,"16,743,412"
5/10/2005,322.32,322.32,317.96,318.72,"19,085,039"
5/11/2005,318.73,320.59,316.61,320.24,"17,779,584"
5/12/2005,320.23,321.12,317.63,317.76,"17,351,364"
5/13/2005,317.76,317.89,311.28,313.68,"18,513,412"
5/16/2005,313.75,317.44,313.68,317.36,"15,896,859"
5/17/2005,317.36,321.43,315.79,321.24,"20,109,296"
5/18/2005,321.25,324.12,321.22,322.04,"18,444,711"
5/19/2005,322.03,323.01,320.89,322.19,"16,113,662"
5/20/2005,322.17,322.69,321,321.64,"15,113,337"
5/23/2005,321.65,324.5,321.64,323.75,"14,896,484"
5/24/2005,323.73,324.22,322.65,323.94,"16,568,029"
5/25/2005,323.92,323.96,321.91,322.37,"14,041,686"
5/26/2005,322.38,325.72,322.19,325.63,"15,769,883"
5/27/2005,325.63,325.72,324.22,325.21,"12,178,354"
5/31/2005,325.21,326.88,324.47,325.55,"18,004,327"
6/1/2005,325.55,328.02,324.93,327.29,"17,089,255"
6/2/2005,327.3,327.8,325.76,327.56,"15,396,979"
6/3/2005,327.57,327.65,324.76,326.04,"14,019,813"
6/6/2005,326.05,327.96,325.34,327.61,"13,199,772"
6/7/2005,327.61,329.69,327.6,328.18,"14,965,222"
6/8/2005,328.18,329.6,327.46,327.57,"16,075,019"
6/9/2005,327.56,330.23,327.04,330.23,"16,661,557"
6/10/2005,330.23,330.66,328.92,329.8,"12,602,828"
6/13/2005,329.8,330.36,327.54,328.44,"13,362,918"
6/14/2005,328.43,331.87,328.07,331.47,"13,219,379"
6/15/2005,331.47,332.72,329.74,332.71,"13,894,547"
6/16/2005,332.71,333.33,331.86,333.33,"12,497,060"
6/17/2005,333.34,335.34,333.23,334.03,"23,712,785"
6/20/2005,334.04,334.04,332.15,333.33,"11,755,676"
6/21/2005,333.34,335.31,332.65,334.61,"14,495,344"
6/22/2005,334.62,335.72,333.03,333.97,"13,244,001"
6/23/2005,333.96,334.39,329.93,330.06,"14,791,708"
6/24/2005,330.06,331.02,328.99,329.22,"18,189,791"
6/27/2005,329.22,332.03,328.75,331.8,"13,754,812"
6/28/2005,331.81,332.89,330.92,332.86,"15,978,399"
6/29/2005,332.87,334.27,332.8,333.46,"16,039,042"
6/30/2005,333.46,334.34,332.09,332.09,"18,218,239"
7/1/2005,332.11,333.68,332.11,333.18,"11,497,454"
7/5/2005,333.16,337.64,332.78,337.36,"12,719,674"
7/6/2005,337.36,337.37,334.49,334.52,"12,880,017"
7/7/2005,334.49,335.59,330.76,335.49,"15,660,577"
7/8/2005,335.49,335.8,332.85,335.32,"17,787,513"
7/11/2005,335.32,338.6,335.22,338.24,"14,754,711"
7/12/2005,338.23,338.95,336.8,338.47,"14,358,083"
7/13/2005,338.47,338.6,336.54,337.03,"12,451,173"
7/14/2005,337.05,340.11,337.05,339.38,"16,555,374"
7/15/2005,339.37,341.41,338.53,341.1,"12,744,181"
7/18/2005,341.09,341.6,339.87,339.9,"11,216,423"
7/19/2005,339.91,342.04,339.77,341.78,"14,970,606"
7/20/2005,341.77,342.38,339.08,341.4,"15,817,067"
7/21/2005,341.4,342.29,338.51,338.61,"16,941,822"
7/22/2005,338.61,339.95,337.51,339.71,"14,453,396"
7/25/2005,339.7,340.36,338.28,338.86,"12,012,774"
7/26/2005,338.87,340.69,338.6,340.67,"14,199,559"
7/27/2005,340.68,343.6,340.53,343.26,"18,197,613"
7/28/2005,343.28,346.45,343.28,346.26,"16,242,769"
7/29/2005,346.25,347.82,345.57,345.7,"16,669,445"
8/1/2005,345.71,346.14,343.15,344.08,"16,414,859"
8/2/2005,344.06,346.49,343.67,346.17,"15,903,480"
8/3/2005,346.15,346.54,344.57,345.23,"14,672,596"
8/4/2005,345.22,345.27,342.62,342.68,"13,667,850"
8/5/2005,342.67,342.67,337.49,338.04,"15,326,774"
8/8/2005,338.06,339.48,336.98,337.14,"12,560,328"
8/9/2005,337.15,338.86,337.15,338.06,"14,451,577"
8/10/2005,338.06,341.01,337.24,337.65,"17,711,078"
8/11/2005,337.65,340.32,337.44,339.88,"18,930,221"
8/12/2005,339.86,340.31,337.12,338.75,"12,729,774"
8/15/2005,338.74,340.94,338.3,340.03,"12,057,926"
8/16/2005,340.02,340.24,337.08,337.26,"13,652,794"
8/17/2005,337.25,338.49,335.53,337.52,"13,875,598"
8/18/2005,337.52,338.03,335.11,337.54,"15,610,046"
8/19/2005,337.53,339.8,337.53,339.12,"12,385,765"
8/22/2005,339.13,342.56,338.97,340.95,"13,799,901"
8/23/2005,340.96,342.18,340.57,341.28,"14,705,292"
8/24/2005,341.27,341.86,338.26,338.51,"13,486,052"
8/25/2005,338.5,340.3,338.25,339.91,"13,672,159"
8/26/2005,339.91,339.94,336.8,338.63,"13,326,825"
8/29/2005,338.61,338.61,333.02,337.28,"18,301,517"
8/30/2005,337.26,337.26,332.97,334.61,"16,387,791"
8/31/2005,334.61,334.63,327.88,333.8,"34,521,430"
9/1/2005,333.79,333.82,330.14,332.7,"23,981,365"
9/2/2005,332.69,333.42,330.64,331.59,"15,752,107"
9/6/2005,331.6,335.17,331.52,334.4,"17,627,617"
9/7/2005,334.4,335.56,333.69,335.52,"17,055,927"
9/8/2005,335.5,335.66,331.1,331.22,"21,942,784"
9/9/2005,331.22,333.32,330.41,332.93,"27,435,031"
9/12/2005,332.92,334.54,331.37,334.32,"19,926,427"
9/13/2005,334.31,337.95,333.86,335.1,"22,911,815"
9/14/2005,335.1,335.42,332.64,332.67,"17,058,476"
9/15/2005,332.68,336.47,332.65,336.44,"21,759,061"
9/16/2005,336.45,342.11,336.45,342.01,"35,984,892"
9/19/2005,341.99,342.17,337.51,338.13,"20,460,720"
9/20/2005,338.12,340.64,335.56,336,"19,047,828"
9/21/2005,335.98,335.98,329.01,329.01,"23,787,833"
9/22/2005,328.99,331.16,323.75,330.65,"29,080,636"
9/23/2005,330.65,338.98,330.61,337.71,"26,173,164"
9/26/2005,337.72,342.18,337.05,338.34,"24,875,146"
9/27/2005,338.34,339.93,336.73,338.7,"19,636,066"
9/28/2005,338.71,340.31,337.95,339.38,"17,882,968"
9/29/2005,339.37,344.41,338.37,344.39,"18,929,705"
9/30/2005,344.39,344.77,341.87,344.65,"19,968,274"
10/3/2005,344.65,344.65,340.63,341.1,"21,489,610"
10/4/2005,341.11,342.57,339.43,339.94,"24,854,387"
10/5/2005,339.94,339.94,335.54,335.54,"21,761,242"
10/6/2005,335.56,336.93,333.18,334.74,"20,096,293"
10/7/2005,334.77,335.91,333.21,335.29,"16,069,567"
10/10/2005,335.31,336.39,332.95,333.42,"14,389,405"
10/11/2005,333.43,335.31,331.21,331.8,"18,765,345"
10/12/2005,331.79,333.64,328.34,329.92,"22,562,564"
10/13/2005,329.93,331.79,329.03,331.31,"19,381,941"
10/14/2005,331.33,336.29,331.33,335.78,"19,559,897"
10/17/2005,335.79,336.2,332.64,335.28,"18,809,393"
10/18/2005,335.28,335.52,332.03,332.05,"19,088,600"
10/19/2005,332.04,337.99,329.19,337.98,"23,029,753"
10/20/2005,337.99,338.54,331.08,332.45,"21,084,994"
10/21/2005,332.46,337.99,332.45,335.09,"19,959,808"
10/24/2005,335.1,340.13,335.1,339.91,"20,133,832"
10/25/2005,339.91,339.96,335.58,337.35,"19,621,282"
10/26/2005,337.35,341.31,337.12,339.11,"30,596,256"
10/27/2005,339.11,341.19,337.2,337.28,"20,892,017"
10/28/2005,337.3,343.47,337.3,343.47,"21,954,199"
10/31/2005,343.49,347.68,343.49,347.02,"23,359,015"
11/1/2005,346.91,351.6,345.81,350.3,"23,155,620"
11/2/2005,350.3,358.42,349.81,358.39,"32,775,389"
11/3/2005,358.41,359.61,355.02,356.11,"23,105,995"
11/4/2005,356.11,357.09,354.09,356.86,"16,729,422"
11/7/2005,356.87,359.22,356.41,359.22,"16,887,679"
11/8/2005,359.21,359.24,355.4,356.83,"15,916,713"
11/9/2005,356.84,359.16,355.9,357.37,"16,148,103"
11/10/2005,357.39,365.45,356.36,365.43,"22,139,359"
11/11/2005,365.44,365.47,363.61,364.82,"12,834,233"
11/14/2005,364.83,366.31,364.43,366.05,"15,687,132"
11/15/2005,366.06,366.13,360.64,361.69,"17,799,218"
11/16/2005,361.7,362.25,359.02,360.28,"13,743,435"
11/17/2005,360.3,365.86,359.61,365.77,"18,804,770"
11/18/2005,365.79,367.56,363.22,366.21,"16,727,890"
11/21/2005,366.23,366.48,363.75,364.67,"14,981,077"
11/22/2005,364.67,365.76,362.67,365.62,"15,512,252"
11/23/2005,365.64,369.76,365,368.02,"13,773,881"
11/25/2005,368.02,368.45,364.48,365.72,"10,530,958"
11/28/2005,365.73,366.24,363.94,364.39,"16,315,280"
11/29/2005,364.41,367.72,364.41,366.59,"15,370,664"
11/30/2005,366.6,367.09,363.41,363.47,"20,048,200"
12/1/2005,363.47,367.32,363.42,365.96,"18,956,746"
12/2/2005,365.97,365.97,363.48,365.16,"13,150,803"
12/5/2005,365.17,365.17,361.54,362.47,"19,737,319"
12/6/2005,362.5,364.56,360.15,360.46,"19,183,333"
12/7/2005,360.47,360.52,356.61,357.71,"29,070,367"
12/8/2005,357.73,359.76,357.05,358.25,"18,253,675"
12/9/2005,358.27,363.23,358.19,361.62,"15,967,416"
12/12/2005,361.64,362.73,358.37,359.76,"16,157,369"
12/13/2005,359.77,363.77,359.19,361.97,"18,963,566"
12/14/2005,361.97,364.22,361.97,362.5,"17,632,320"
12/15/2005,362.47,363.03,359.15,359.96,"17,249,716"
12/16/2005,359.96,360.79,358.31,358.43,"26,522,966"
12/19/2005,358.44,358.56,354.35,354.89,"18,850,881"
12/20/2005,354.9,357.94,354.64,357.05,"15,594,994"
12/21/2005,357.07,359.87,356.45,357.56,"13,121,348"
12/22/2005,357.58,358.85,356.8,358.84,"11,243,375"
12/23/2005,358.86,360.51,358.86,359.94,"8,312,147"
12/27/2005,359.96,362.81,357.58,357.58,"12,077,018"
12/28/2005,357.6,359.63,357.6,358.33,"11,273,594"
12/29/2005,358.34,361,358,358.56,"11,036,480"
12/30/2005,358.55,358.55,354.92,356.45,"11,335,216"
1/3/2006,356.45,360.71,354.26,360.62,"21,456,752"
1/4/2006,360.61,364.75,360.53,364.06,"20,878,689"
1/5/2006,364.08,364.9,362.78,364.23,"19,451,495"
1/6/2006,364.25,366.54,363.97,365.92,"18,169,011"
1/9/2006,365.94,366.56,364.73,366.5,"17,494,225"
1/10/2006,366.5,368.25,365.12,368.22,"21,756,073"
1/11/2006,368.21,369.85,368,369.84,"18,666,244"
1/12/2006,369.85,369.87,366.01,366.18,"19,836,192"
1/13/2006,366.2,367.31,365.18,366.6,"15,720,692"
1/17/2006,366.59,366.64,361.98,363.24,"16,035,307"
1/18/2006,363.23,363.58,359.22,360.07,"17,780,833"
1/19/2006,360.08,361.61,357.79,358.29,"19,976,275"
1/20/2006,358.31,358.39,353.14,353.2,"23,983,780"
1/23/2006,353.22,355.14,353.22,353.94,"15,495,878"
1/24/2006,353.95,354.7,350.71,351.07,"21,497,486"
1/25/2006,351.07,352.36,348.11,349.43,"23,255,387"
1/26/2006,349.45,357.21,349.45,355.4,"23,854,303"
1/27/2006,355.41,357.89,354.03,355.12,"18,547,731"
1/30/2006,355.13,357.14,354.42,356.37,"18,112,786"
1/31/2006,356.38,356.38,353.62,354.06,"23,286,576"
2/1/2006,354.06,357.52,353.77,354.87,"24,438,618"
2/2/2006,354.86,355.24,350.74,352.31,"25,018,713"
2/3/2006,352.29,352.29,349.85,350.57,"19,215,620"
2/6/2006,350.58,350.75,348.82,349.61,"17,106,716"
2/7/2006,349.6,350.66,348.21,348.7,"19,068,491"
2/8/2006,348.71,348.92,347.15,348.4,"18,626,093"
2/9/2006,348.46,349.63,346.19,346.28,"22,110,631"
2/10/2006,346.27,348.58,346.17,348.44,"19,272,430"
2/13/2006,348.44,348.75,346.7,347.34,"17,476,616"
2/14/2006,347.35,354.86,347.29,353.58,"24,106,057"
2/15/2006,353.43,354.7,352.31,354.23,"18,591,552"
2/16/2006,354.24,354.45,351.91,353.98,"20,125,525"
2/17/2006,353.98,354.01,352.43,352.88,"17,468,972"
2/21/2006,352.89,353.57,351.12,351.83,"18,788,942"
2/22/2006,351.84,357.36,351.84,357.11,"20,406,484"
2/23/2006,357.1,357.1,353.39,355.31,"19,685,322"
2/24/2006,355.31,355.41,353.16,354.86,"15,453,486"
2/27/2006,354.87,356.95,354.86,356.39,"14,798,626"
2/28/2006,356.38,356.39,352.68,354.83,"20,572,382"
3/1/2006,354.86,355.68,354.07,355.62,"17,555,805"
3/2/2006,355.63,355.63,351.31,353.59,"21,036,554"
3/3/2006,353.57,355.1,352.13,353.43,"18,435,356"
3/6/2006,353.43,353.92,351.25,351.84,"16,325,203"
3/7/2006,351.84,352.48,350.91,352.42,"14,544,287"
3/8/2006,352.42,352.79,350.53,352.57,"17,192,801"
3/9/2006,352.58,353.49,350.85,350.96,"14,998,438"
3/10/2006,350.97,353.27,349.83,352.83,"14,578,435"
3/13/2006,352.85,355.59,352.73,354.94,"16,276,821"
3/14/2006,354.94,358.46,354.2,358.02,"17,136,764"
3/15/2006,358.03,359.81,355.27,359.54,"20,896,756"
3/16/2006,359.54,361.89,359.54,360.63,"18,412,827"
3/17/2006,360.63,361.05,358.67,359.62,"27,685,996"
3/20/2006,359.63,361.39,358.9,359.95,"15,705,412"
3/21/2006,359.95,360.03,355.76,356.42,"19,610,655"
3/22/2006,356.42,356.45,354.56,356.03,"16,312,842"
3/23/2006,356.02,356.02,353.22,353.65,"17,251,316"
3/24/2006,353.67,353.88,351.82,352.9,"15,576,141"
3/27/2006,352.89,352.93,350.13,351.4,"16,918,204"
3/28/2006,351.39,351.4,348.12,348.67,"20,504,704"
3/29/2006,348.68,352.97,348.64,352.06,"20,209,503"
3/30/2006,352.07,353.31,351.09,352.06,"18,114,947"
3/31/2006,352.06,352.37,349.45,351.33,"18,011,659"
4/3/2006,351.35,354.49,351.34,352.35,"18,440,129"
4/4/2006,353,353.84,350.27,352.97,"15,843,439"
4/5/2006,0,354.28,351.8,353.13,"16,141,951"
4/6/2006,353.14,353.14,350.98,351.97,"15,246,739"
4/7/2006,351.99,353.48,347.62,347.94,"14,088,984"
4/10/2006,347.95,349.11,346.74,347.93,"13,740,188"
4/11/2006,347.94,348.44,344.63,345.27,"15,631,843"
4/12/2006,345.27,348.7,345.24,346.81,"15,738,462"
4/13/2006,346.82,346.87,345.24,345.78,"12,629,019"
4/17/2006,345.78,346.9,345.07,345.88,"12,448,268"
4/18/2006,345.88,351.91,345.88,351.62,"21,068,288"
4/19/2006,351.64,358.65,351.64,358.28,"26,974,823"
4/20/2006,358.28,361.17,357.75,359.95,"20,283,638"
4/21/2006,359.96,361.05,357.22,359.18,"18,500,872"
4/24/2006,359.19,359.9,356.72,359.45,"17,585,508"
4/25/2006,359.47,360.8,357.52,357.88,"25,324,480"
4/26/2006,357.9,361.8,357.9,361.63,"20,587,410"
4/27/2006,361.6,365.49,360.64,363.55,"30,949,378"
4/28/2006,363.56,367.13,363.31,365.96,"25,085,091"
5/1/2006,365.95,367.39,362.75,363.63,"23,291,461"
5/2/2006,363.66,368.26,363.66,368.26,"24,885,254"
5/3/2006,368.28,369.78,367.41,368.8,"21,134,389"
5/4/2006,368.81,370.24,368.8,369.32,"16,028,256"
5/5/2006,369.35,370.6,368.78,370.48,"19,511,442"
5/8/2006,370.48,371.01,369.89,370.52,"15,826,156"
5/9/2006,370.52,370.56,368.64,368.99,"15,249,365"
5/10/2006,369,369.42,367.48,369.11,"17,339,980"
5/11/2006,369.12,369.36,366.59,366.97,"20,478,738"
5/12/2006,366.96,367.29,363.92,364.12,"18,792,582"
5/15/2006,364.11,367.11,363.16,367.08,"21,598,497"
5/16/2006,367.08,368.08,366.1,367.44,"17,089,640"
5/17/2006,367.42,367.42,361.39,362.08,"21,842,048"
5/18/2006,362.1,363.14,359.76,359.97,"20,496,182"
5/19/2006,359.96,361.87,359.12,360.62,"23,335,807"
5/22/2006,360.61,361.4,358.02,359.42,"23,735,535"
5/23/2006,359.44,360.95,357.88,357.92,"21,616,316"
5/24/2006,357.93,360.51,355.26,358.01,"26,758,775"
5/25/2006,358.04,360.05,356.98,358.92,"21,388,798"
5/26/2006,358.93,359.99,358.18,359.1,"16,350,421"
5/30/2006,359.1,359.1,353.74,353.75,"19,425,271"
5/31/2006,353.77,358.02,353.75,358.01,"28,402,186"
6/1/2006,358.02,360.99,357.75,360.92,"22,131,940"
6/2/2006,360.9,361.27,357.75,359.44,"19,173,070"
6/5/2006,359.42,359.42,352.71,352.86,"20,028,210"
6/6/2006,352.88,354.65,349.04,352.89,"23,598,614"
6/7/2006,352.9,356.58,352.28,354.12,"20,259,770"
6/8/2006,354.12,356.16,351.57,355.8,"27,250,838"
6/9/2006,355.82,356.65,353.61,354.81,"16,245,014"
6/12/2006,354.82,355.18,349.6,349.67,"17,029,935"
6/13/2006,349.74,350.64,344.78,344.93,"25,479,372"
6/14/2006,344.92,345.32,342.4,345.04,"22,372,891"
6/15/2006,345.07,354.47,345.02,353.71,"22,150,206"
6/16/2006,353.71,353.71,349.96,350.79,"27,778,522"
6/19/2006,350.8,352.09,348.38,349.43,"19,186,327"
6/20/2006,349.42,351.5,348.75,349.13,"19,500,713"
6/21/2006,349.14,351.59,348.62,350.31,"20,520,042"
6/22/2006,350.3,350.75,347.6,348.47,"18,521,809"
6/23/2006,348.47,349.29,346.79,347.58,"15,703,558"
6/26/2006,347.6,350.93,347.6,350.84,"18,350,824"
6/27/2006,350.84,351.75,348.6,348.92,"17,997,458"
6/28/2006,348.93,349.89,347.86,349.66,"18,155,610"
6/29/2006,349.68,355.24,349.68,355.14,"21,046,358"
6/30/2006,355.16,356.07,354.81,355.61,"34,213,352"
7/3/2006,355.64,357.91,355.62,357.88,"10,154,291"
7/5/2006,357.85,357.93,352.37,353.83,"19,511,475"
7/6/2006,353.84,355.73,353.56,354.99,"17,156,407"
7/7/2006,354.97,356.79,353.87,354.28,"14,927,932"
7/10/2006,354.29,356.68,354.29,356.02,"13,715,884"
7/11/2006,356.01,356.16,352.68,356.13,"14,559,540"
7/12/2006,356.12,356.36,354.03,354.57,"17,465,262"
7/13/2006,354.31,354.31,349.56,349.84,"18,833,032"
7/14/2006,349.84,349.84,346.76,347.85,"16,882,560"
7/17/2006,347.84,349.48,347.12,348.47,"15,687,366"
7/18/2006,348.48,349.64,345.54,348.34,"18,403,723"
7/19/2006,348.34,354.6,348.33,354.18,"20,831,241"
7/20/2006,354.19,357.62,354.16,355.75,"22,330,006"
7/21/2006,355.74,356.02,351.77,352.89,"21,105,583"
7/24/2006,352.91,358.55,352.91,358.04,"15,321,201"
7/25/2006,358.05,360.55,356.73,360.03,"19,858,431"
7/26/2006,360.03,363.29,359.73,361.94,"28,395,642"
7/27/2006,361.95,364.17,356.34,356.79,"24,460,258"
7/28/2006,356.8,360.75,356.8,359.83,"19,403,311"
7/31/2006,359.83,359.83,358.26,359.02,"21,734,721"
8/1/2006,359.03,359.03,354.29,355.26,"22,305,536"
8/2/2006,355.27,355.9,353.69,354.72,"22,444,253"
8/3/2006,354.71,355.16,353.2,354.79,"22,383,872"
8/4/2006,354.82,359.08,353.15,354.39,"20,662,529"
8/7/2006,354.37,354.42,351.87,352.91,"19,064,829"
8/8/2006,352.92,354.27,350.19,350.74,"21,489,317"
8/9/2006,350.77,352.71,347.35,347.7,"21,540,138"
8/10/2006,347.68,350.45,346.92,349.64,"20,701,392"
8/11/2006,349.64,349.83,347.7,348.32,"13,991,052"
8/14/2006,348.32,352.91,348.32,350.49,"17,242,987"
8/15/2006,350.51,354.84,350.21,354.65,"19,710,155"
8/16/2006,354.67,357.91,354.67,356.91,"17,657,424"
8/17/2006,356.91,359.86,356.15,359.63,"18,395,167"
8/18/2006,359.62,360.73,358.98,360.32,"15,517,603"
8/21/2006,360.32,360.98,359.18,360.43,"12,740,090"
8/22/2006,360.43,360.45,358.27,358.68,"15,290,802"
8/23/2006,358.71,359.28,356.61,357.82,"17,064,493"
8/24/2006,357.84,359.24,357.46,357.76,"13,509,766"
8/25/2006,357.75,357.76,355.69,356.51,"14,693,200"
8/28/2006,356.52,360.22,356.04,359.61,"14,141,347"
8/29/2006,359.63,360.94,358.33,360.71,"18,962,762"
8/30/2006,360.7,363.22,360.62,362.19,"13,917,702"
